Fecha,Nombre del establecimiento,groups,Dirección,Ciudad,Código postal,content,rating,Tipografía,Territorio
2018-02-01 21:41:21.784,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"(Translated by Google) We had our son in the hospital, he was born on January 30, 2018. The midwives who attended us were very friendly and pleasant, always telling us what was happening and what they would do.
The floor nurses are very nice and very caring.
To put a glue, the rooms are old and they would lack a coat of paint.
But we leave very happy.

(Original)
Hem tingut el nostre fill a l'hospital, va néixer el 30 de gener de 2018. Les llevadores que ens van atendre van ser molt simpàtiques i agradables, explicant-nos en tot moment què passava i què farien.
Les infermeres de planta són molt agradables i molt carinyoses.
Per posar una pega, les habitacions són velles i els hi faltaria una capa de pintura.
Però marxem molt contents.",4,Hospital,Barcelona y Vallés
2018-02-01 16:24:59.023,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,,2,Hospital,Barcelona y Vallés
2018-02-01 12:08:30.284,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"Las infermeras y médicos muy bien .pero encuentro muy caro el menú 16.95 €  y los bocadillos y etc lo encontré caro.despues la librería o quiosco lo encontré muy pobre en revistas y detalles que no había .para ver la televisión tienes q pagar 6.50 € un día .
Por lo demás todo bien.

(Translated by Google)
The infermeras and doctors very well. But I find the menu very expensive € 16.95 and the sandwiches and etc. I found it expensive. After the bookstore or kiosk I found it very poor in magazines and details that were not there. To watch TV you have to pay € 6.50 one day .
Otherwise, all good.",3,Hospital,Barcelona y Vallés
2018-01-18 22:42:43.298,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"La atención de las enfermeras y auxiliares de la cuarta planta es penosa.Excepto Samanta que si es toda una profesional.Y una tal María que preferible trabajase en otra cosa.Parking carísimo,5 horas es 20 euro,cafetería egualLista de espera larguísima.Todos va por lo mismo dinero....que penoso verlo de esta manera

(Translated by Google)
The attention of the nurses and assistants on the fourth floor is painful, except for Samantha, who is a professional, and a certain Maria who prefers to work in something else. it goes for the same money .... how sad to see it this way",1,Hospital,Barcelona y Vallés
2018-01-18 14:31:34.067,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,,4,Hospital,Barcelona y Vallés
2018-01-15 20:58:43.741,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"Atienen bien y rápido. Te derivan al médico que corresponde y hacen pruebas diagnósticas hasta que no encuentran la causa o descartan graves enfermedades.
Muy agradecida

(Translated by Google)
They serve well and fast. They refer you to the appropriate doctor and do diagnostic tests until they find the cause or rule out serious illnesses.
Grateful",5,Hospital,Barcelona y Vallés
2018-01-15 13:19:38.508,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"No me gusta el tiempo, mejor dicho horas, que tardan en darte la habitación ya teniéndola asignada. El trato en la habitación excelente.

(Translated by Google)
I do not like the time, or rather hours, that it takes to give you the room already having it assigned. The treatment in the room excellent.",4,Hospital,Barcelona y Vallés
2018-01-11 18:27:51.272,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"Malísima organización en general. Fuimos de urgencias por dolor abdominal y dejaron a mi novio ingresado. Las urgencias saturadas de gente ingresada, no tenían habitaciones disponibles, así que colocaron a los enfermos en lo que ellos llamaban un ""hospital de día"", una gran habitación con varias camas separadas por cortinas. Nos dijeron que le pasarían a la habitación y estuvo allí dos noches. Falta de personal, falta de comunicación entre ellos, retrasos en las pruebas que le tenían que realizar, no disponían ni de botellas de agua, necesaria para la medicación que tenia que tomar para la prueba que le tenían que hacer. 5 días ingresado inicialmente por un posible crhon y finalmente no le dieron un diagnostico claro, porque no sabían seguro que tenia, y a día de hoy seguimos con pruebas... en fin,  muy mala experiencia y no ha sido la primera que nos encontramos en este hospital. La administración también es pésima. Lástima que no haya otro hospital privado por la zona, en el que hayan profesionales y te atiendan correctamente.

(Translated by Google)
Bad organization in general. We went to the emergency room for abdominal pain and my boyfriend was admitted. The ERs, saturated with hospitalized people, had no rooms available, so they placed the sick in what they called a ""day hospital"", a large room with several beds separated by curtains. We were told they would transfer him to his room and he was there for two nights. Lack of personnel, lack of communication between them, delays in the tests they had to carry out, they did not even have bottles of water, necessary for the medication they had to take for the test they had to do. 5 days initially admitted for a possible crime and finally they did not give him a clear diagnosis, because they did not know for sure that he had, and today we continue with tests ... well, very bad experience and it was not the first that we found in this hospital. Management is also lousy. Too bad there is no other private hospital in the area, where they have professionals and take care of you correctly.",1,Hospital,Barcelona y Vallés
2018-01-11 10:12:44.245,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,,5,Hospital,Barcelona y Vallés
2018-01-04 22:39:14.649,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"Venimos de urgencias a las 20:00 por dolor estomacal. No pueden hacer ecografía porque el ecógrafo trabaja hasta las 17:00. Esto es un Hospital?

(Translated by Google)
We came to the emergency room at 20:00 due to stomach pain. They cannot do ultrasound because the ultrasound scanner works until 17:00. This is a Hospital?",1,Hospital,Barcelona y Vallés
2018-01-04 08:21:30.031,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,,3,Hospital,Barcelona y Vallés
2018-01-03 09:59:45.801,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"Magnifica instalacion hospitalaria con unos profesionales de altísimo nivel. Un 10.

(Translated by Google)
Magnificent hospital facility with professionals of the highest level. A 10.",5,Hospital,Barcelona y Vallés
2018-01-02 11:11:40.073,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"Trato horrible, mala conducta.
Da muy poca confianza que gente con tanta mala educación y respeto te tenga que atender, o operar!

fatal

(Translated by Google)
Horrible treatment, misconduct.
It gives very little confidence that people with so much bad manners and respect have to attend to you, or operate!

fatal",1,Hospital,Barcelona y Vallés
2018-01-01 20:03:31.446,Hospital Universitari General de Catalunya,"Cataluña, Hospi","Calle Pedro I Pons, 1",Sant Cugat Del Vallès,08190,"He tenido mis dos hijos en este hospital. Todo fue bien. Si que es verdad que quizas las enfermeras podrian ser mas empaticas con las novatas como era yo, pero aun y asi yo solo me he cruzado con buenos profesionales. Ahora llevo a mis hijos cuando tenemos alguna urgencia y siempre me han atendido muy muy bien en urgencias pediatricas. Ademas casi siempre muy agiles y cuando no ha podido ser es pq realmente habia mucha gente esperando. Tambien he ido en alguna ocasion de urgencias y tambien muy bien

(Translated by Google)
I have had my two children in this hospital. Everything was good. It is true that perhaps the nurses could be more empathetic with the newbies as I was, but even so I have only come across good professionals. Now I take my children when we have an emergency and they have always treated me very well in pediatric emergencies. In addition, they are almost always very agile and when it could not be, because there were really many people waiting. I have also gone in an emergency occasion and also very well",4,Hospital,Barcelona y Vallés
2018-02-01 19:01:08.456,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"bueno

(Translated by Google)
well",5,Hospital,T1
2018-01-31 23:18:18.522,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,2,Hospital,T1
2018-01-30 09:13:13.481,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,5,Hospital,T1
2018-01-29 10:28:38.628,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,5,Hospital,T1
2018-01-26 10:03:36.881,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,2,Hospital,T1
2018-04-03 18:29:34.063,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Vergonzoso. Para extender la mano y recoger los billetes son lo más rápido que he visto en mi vida, sin embargo para atenderte no suelen tener tanta prisa.

(Translated by Google)
Shameful. To reach out and pick up the tickets are the fastest I've ever seen, however to attend you they are usually not in such a hurry.",1,Hospital,T6
2018-04-03 18:29:07.353,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Horrible la atención recibida, esperas de una hora de media, encima que estas pagando (y muy caro)tienes que esperar porque esta colapsado. No vuelvo!!!!!

(Translated by Google)
Horrible attention received, you wait an hour on average, on top of that you are paying (and very expensive) you have to wait because it is collapsed. I'm not coming back !!!!!",1,Hospital,T6
2018-12-08 01:23:04.950,Hospital Universitario General de Villalba,"Madrid Públicos, Hospi","M-608 Carretera Km 41, M-608",Collado Villalba,28400,"Moderno, limpio, silencioso... Pero las sillas de espera en urgencias son una tortura.

(Translated by Google)
Modern, clean, quiet ... But waiting chairs in the ER are torture.",3,Hospital,Públicos Madrid
2018-03-14 08:24:08.521,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Hospital de tercera

(Translated by Google)
Third Hospital",1,Hospital,T6
2018-02-23 23:29:52.143,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Para ser un hospital privado, parece que estas en la Seguridad Social del tiempo de espera y la saturación de pacientes que hay. Eso sí el trato con el médico especialista fue excepcional, más que profesional, humanitario y sensible. Ya que estamos acostumbrados a que pase el siguiente y ni te miran a la cara.

(Translated by Google)
To be a private hospital, it seems that you are in the Social Security of the waiting time and the saturation of patients there are. Of course, the treatment with the specialist doctor was exceptional, more than professional, humanitarian and sensitive. Since we are used to the next one happening and they don't even look at your face.",2,Hospital,T6
2018-02-09 18:31:16.031,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Tiene aparcamiento en el interior del recinto, aunque hay veces que no sobra el espacio. El personal es bastante amable. Se ha masificado mucho últimamente y a veces hay colas con esperas en los mostradores de información. Antes se podía comunicar fácilmente para pedir cita, pero desde que es Quiron Salud este servicio funciona bastante regular. Más estrellas cuando mejoren estos servicios.

(Translated by Google)
It has parking inside the enclosure, although there are times when space is not superfluous. The staff is quite friendly. It has become very crowded lately and sometimes there are queues with waiting at the information desks. Before, you could easily communicate to make an appointment, but since Quiron Salud this service works quite regularly. More stars when these services improve.",3,Hospital,T6
2018-01-23 11:17:14.866,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Único hospital privado de la ciudad,  muy masificado

(Translated by Google)
The only private hospital in the city, very crowded",3,Hospital,T6
2018-01-23 10:06:58.972,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Imposible contactar vía telefónica,  no hay forma de que te atiendan en información por este medio.

(Translated by Google)
Impossible to contact by phone, there is no way to assist you in information through this means.",1,Hospital,T6
2018-01-01 22:20:15.601,Hospital Quirónsalud Ciudad Real,"Castilla-La Mancha, Hospi","Calle Alisos, 19",Ciudad Real,13002,"Lentitud extrema en urgencias. No hay especialidades, salgo traumatología y general. Esperas de dos horas. no existe ni estimación de tiempo de espera. Mucho mejor ir al provincial que a este privado. Es el peor sitio donde he estado. Con diferencia.
Al menos es ideal, al pasar tanto tiempo esperando, para contagiarse de algún virus o bacterias.

(Translated by Google)
Extreme slowness in emergencies. There are no specialties, I leave traumatology and general. You wait two hours. There is no estimate of waiting time. Much better to go to the provincial than to this private one. It is the worst place I have ever been. With difference.
At least it is ideal, after spending so much time waiting, to catch a virus or bacteria.",1,Hospital,T6
2018-01-26 06:28:56.277,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"La atencion medica correcta, pero te vas con la sensacion de que se dedican a explotar el parking..6 euros por menos de dos horas!!! deberian ver esto...si puedo elegir no vuelvo a aqui.

(Translated by Google)
The correct medical attention, but you leave with the feeling that they are dedicated to exploiting the parking ... 6 euros for less than two hours !!! You should see this ... if I can choose I do not come back here.",2,Hospital,T1
2018-01-25 11:48:30.494,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"Todo por la pasta.

(Translated by Google)
All for the pasta.",1,Hospital,T1
2018-01-17 14:42:23.564,Hospital Ruber Internacional,"Madrid Privados, Hospi","C. de La Masó, 38",Madrid,28034,,5,Hospital,TRI
2018-01-24 16:18:07.877,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,4,Hospital,T1
2018-01-22 18:10:34.311,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"Llegue muerta del dolor en los riñones con calambres y vomitos, me tuvieron una hora esperando sin darme nada. Después de entrar y de pedir por favor que me diesen algo que no podía más se lo tomaban con una tranquilidad increíble. Entre a las 21:00 y hasta las 23 no me dieron nada. Salí a las 2:00 de la mañana. A pesar de ser de pago la gente llevaba horas en la sala de espera y tampoco es que hubiese mucho paciente.

(Translated by Google)
I arrived dead from the pain in the kidneys with cramps and vomiting, they had me an hour waiting without giving me anything. After entering and asking please to give me something that I could not take more they took it with incredible tranquility. Between 21:00 and until 23 they gave me nothing. I left at 2:00 in the morning. Despite being paid, people had spent hours in the waiting room and it was not that there was much patient.",1,Hospital,T1
2018-01-19 15:13:44.883,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,1,Hospital,T1
2018-01-19 05:10:14.308,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,2,Hospital,T1
2018-01-17 14:40:51.713,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"Dos horas de espera para urgencias. Me fui a otro hospital y en 5 minutos me estaban atendiendo.

(Translated by Google)
Two hours of waiting for emergencies. I went to another hospital and in 5 minutes they were treating me.",1,Hospital,T1
2018-01-15 11:29:38.804,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"Sin entrar a valorar a los profesionales, no es de recibo el atraco del Parking y que usen los 902. En las máquinas de bebidas latas a 1,80 € piensan en como sacar dinero a los pacientes en vez de en como sanarles y hacer allí una estancia agradable; Es muestra de su filosofía y del resto de su organización. En vez de clientes buscan pacientes paganos.

(Translated by Google)
Without going into the valuation of professionals, it is not a receipt for the parking heist and that they use the 902. In the beverage machines cans at € 1.80 they think about how to get money from patients instead of how to heal and do there a pleasant stay; It is a sample of its philosophy and the rest of its organization. Instead of clients they look for pagan patients.",1,Hospital,T1
2018-01-13 16:30:22.009,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,3,Hospital,T1
2018-05-28 19:26:45.399,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,"Quiero dar de gracias de corazón por el trato recibido estos días de ingreso en el hospital. Acudí muy malita después de que en otro hospital me dijeron q sólo tenía un ataque de migraña... obviamente no era así, me realizaron todo tipo de pruebas hasta que dieron con el problema, en todos estos días que he parmenecido ingresada el trato ha sido exquisito, desde los doctores, pasando por los enfermeros, siempre con una sonrisa y con un cariño que te hace sentir muy muy bien y comoda. Se han preocupado por todo y han hecho la estancia de 10. En serio mil gracias por vuestro trabajo. Muy muy agradecida por vuestro trato. Enhorabuena al equipo

(Translated by Google)
I want to give my heartfelt thanks for the treatment received these days of admission to the hospital. I went very ill after they told me in another hospital that I only had a migraine attack ... obviously it was not like that, they performed all kinds of tests until they found the problem, in all these days that I have entered the treatment has been exquisite, from the doctors, to the nurses, always with a smile and a love that makes you feel very, very good and comfortable. They have taken care of everything and have made the stay of 10. Seriously, thank you very much for your work. Very very grateful for your treatment. Congratulations to the team",5,Hospital,T3
2018-09-11 23:36:35.915,Centro Médico Teknon,"Cataluña, Hospi","Calle Vilana, 12",Barcelona,08022,"Mi segunda Casa! De buena onda.

(Translated by Google)
My second house! Good vibes.",5,Hospital,T2
2018-01-11 15:26:42.534,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,3,Hospital,T1
2018-01-11 14:46:08.957,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,5,Hospital,T1
2018-01-11 11:14:08.989,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"He leido que el Dr Perez Carrión estå mayor y con meteduras de pata. Para mi es Dios, salvó a mi marido con un cancer de pulmón que le dejaba un 8% de posibilidades de sobrevivir, tanto el seguimiento como el trato fueron cordiales y eficientes. Salió de la Quirón para montar otra unidad oncológica en La Luz,  sigue siendo de los mejores oncólogos del país

(Translated by Google)
I have read that Dr Perez Carrión is older and with blunders. For me it is God, he saved my husband with lung cancer that left him an 8% chance of survival, both the follow-up and the treatment were cordial and efficient. He left the Chiron to set up another oncology unit in La Luz, still one of the best oncologists in the country",4,Hospital,T1
2018-01-09 18:10:25.943,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,2,Hospital,T1
2018-01-09 15:59:32.242,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,5,Hospital,T1
2018-01-08 12:53:46.144,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"Atencion telefonica lamentable,y encima 902 una vergüenza.

(Translated by Google)
Regrettable telephone attention, and above 902 a shame.",1,Hospital,T1
2018-01-06 18:31:51.634,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,,5,Hospital,T1
2018-07-01 21:56:21.204,Hospital Quirónsalud Costa Adeje,"Canarias, Hospi",Urbanización San Eugencio Edificio Garajonay,Adeje,38660,"La atención  del equipo administrativo  un poco pésimo.

(Translated by Google)
The attention of the administrative team a bit lousy.",2,Hospital,T9
2018-01-02 16:04:33.335,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"BOCHORNOSO!! Más de 2h esperando para atención en urgencias. Y hemos tenido suerte, porque los de esta cola (ahora mismo) van a tardar bastante más...
Y tú, ¿pensabas que la sanidad privada era eficaz? 🤔

(Translated by Google)
SULTRY!! More than 2h waiting for emergency care. And we were lucky, because those in this queue (right now) are going to take considerably longer ...
And you, did you think that private healthcare was effective? 🤔",1,Hospital,T1
2018-02-27 17:33:37.463,Hospital Quirónsalud Barcelona,"Cataluña, Hospi","Plaza Alfonso Comin, 5-7",Barcelona,08023,"El trato recibido por Dr.Feixa y las chicas d recepcion de otirrinolaringologia sobretodo Estefania muy bien, habitaciones muy amplias.

(Translated by Google)
The treatment received by Dr.Feixa and the girls at the otrhinolaryngology reception especially Estefania very well, very spacious rooms.",4,Hospital,T2
2018-02-24 23:23:37.503,Hospital Quirónsalud Barcelona,"Cataluña, Hospi","Plaza Alfonso Comin, 5-7",Barcelona,08023,"Muy mala experiencia con las chicas de admisiones en urgencias. No te miran a la cara y te atendienden de muy mala gana siendo la primera cara que ves cuando llegas a urgencias. Hay trabajos que si tu empatia es nula, dedicate a otra cosa... Una lástima que un hospital con muy buenos profesionales en plantas e instalaciones se deje perder por una primera impresión nada más entrar.
Recomiendo el centro, pero deberían buscar un personal más amable para un trabajo de cara al público.

(Translated by Google)
Very bad experience with ER girls. They do not look you in the face and they treat you very reluctantly, being the first face you see when you get to the emergency room. There are jobs that if your empathy is null, dedicate yourself to something else ... A pity that a hospital with very good professionals in plants and facilities is left to lose by a first impression as soon as you enter.
I recommend the center, but they should look for a friendlier staff for a public-facing job.",2,Hospital,T2
2018-02-22 18:16:41.117,Hospital Quirónsalud Barcelona,"Cataluña, Hospi","Plaza Alfonso Comin, 5-7",Barcelona,08023,"Muy buena atención

(Translated by Google)
Excellent atention",5,Hospital,T2
2018-02-21 10:54:59.881,Hospital Quirónsalud Barcelona,"Cataluña, Hospi","Plaza Alfonso Comin, 5-7",Barcelona,08023,"Buena atención

(Translated by Google)
Good attention",5,Hospital,T2
2018-04-22 14:49:05.046,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,"Pagando un seguro y lo mal...
Sin habitación más se 6 horas...
Y mis detalles más..
Vaya como se está poniendo Quirón, parece la seguridad social

(Translated by Google)
Paying insurance and bad ...
No more room is 6 hours ...
And my details more ..
Go as Chiron is getting, it seems social security",1,Hospital,T3
2018-04-19 07:46:47.509,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,"Imposible que te cojan el teléfono. Llevo 3 días llamando y nada, no hay manera, una auténtica vergüenza.

(Translated by Google)
Impossible to get your phone. I have been calling for 3 days and nothing, there is no way, a real shame.",1,Hospital,T3
2018-04-17 16:20:08.866,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,"No llamo para pedir cita los 902 son un robo

(Translated by Google)
I do not call to make an appointment the 902 are a robbery",1,Hospital,T3
2018-04-07 07:12:54.476,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,,1,Hospital,T3
2018-06-08 20:55:24.186,Hospital Universitario General de Villalba,"Madrid Públicos, Hospi","M-608 Carretera Km 41, M-608",Collado Villalba,28400,"Imposible aparcar. Inconcebible en un hospital recién hecho y al que la mayoría de pacientes deben llegar en coche al ser el que da servicio a las diferentes poblaciones de la Sierra.

(Translated by Google)
Impossible to park. Inconceivable in a newly built hospital and to which most patients must arrive by car as it is the one that serves the different populations of the Sierra.",1,Hospital,Públicos Madrid
2018-04-05 22:08:24.994,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,"Me hice Lasik allí, y genial. Todo el personal encantador y las instalaciones muy bien.

(Translated by Google)
I did Lasik there, and great. All lovely staff and facilities very well.",3,Hospital,T3
2018-05-30 09:56:37.236,Hospital Universitario General de Villalba,"Madrid Públicos, Hospi","M-608 Carretera Km 41, M-608",Collado Villalba,28400,"Pesimo hospital, de nada vale que sea nuevo. Aparcamiento hay pocas plazas para el espacio que hay. Luego te reciben en Clasificacion, y apenas no te deja ni hablar y te dice ahora la llamaran al lado. Cuando han pasado mas de 30 minutos de espera y nadie llama. PÉSIMO. Se nota que muchas ganas de trabajar aqui no ponen. Les da igual que la gente espere y se supone que esta es la seccion URGENCIA. Una verguenza.

(Translated by Google)
Terrible hospital, it is useless that it is new. Parking there are few places for the space there is. Then they receive you in Classification, and just won't let you speak and says now they will call her next. When more than 30 minutes have passed and nobody calls. APPALLING. You can see that they don't want to work here. They don't care if people wait and this is supposed to be the URGENCY section. A shame.",1,Hospital,Públicos Madrid
2018-04-24 17:03:15.303,Hospital Quirónsalud Costa Adeje,"Canarias, Hospi",Urbanización San Eugencio Edificio Garajonay,Adeje,38660,"Tener cita previa no sirve para nada. Es como ir a la Seguridad Social. Lástima.

(Translated by Google)
Having an appointment is useless. It is like going to Social Security. Pity.",2,Hospital,T9
