Fecha,Nombre del establecimiento,groups,Dirección,Ciudad,Código postal,content,rating,Tipografía,Territorio
2019-05-07 15:02:29.331,Centro Médico Teknon,"Cataluña, Hospi","Calle Vilana, 12",Barcelona,08022,"SERVICIO CAFETERÍA
Larga cola hasta poder pedir.
Camarero disculpándose por no poder ofrecer bocadillo caliente. Finalmente bollería industrial de pésima calidad y  carísimo
Parece que falta producto y personal!!!

(Translated by Google)
CAFETERIA SERVICE
Long queue until you can ask.
Waiter apologizing for not being able to offer hot sandwich. Finally industrial bakery of terrible quality and expensive
It seems that there is a lack of product and staff !!!",1,Hospital,T2
2019-10-25 17:10:51.803,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,5,Hospital,T4
2019-10-20 04:30:15.247,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Muy buenos profesionales,trato muy cordial,instalaciones muy nuevas y limpias, y gestión eficiente. Un hospital de 10

(Translated by Google)
Very good professionals, very cordial treatment, very new and clean facilities, and efficient management. A hospital of 10",5,Hospital,T4
2019-05-13 12:10:02.683,Hospital Quirónsalud Málaga,"Andalucía, Hospi","Av. Imperio Argentina, 1",Málaga,29004,,1,Hospital,T3
2019-10-13 10:00:03.197,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,5,Hospital,T4
2019-10-01 15:17:43.963,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Pues nada como siempre te dicen una hora y te ven cuando quieren que le vamos a hacer

(Translated by Google)
Well, nothing like they always tell you an hour and they see you when they want us to do",1,Hospital,T4
2019-10-20 15:03:12.950,Hospital Quirónsalud Toledo,"Castilla-La Mancha, Hospi",Urbanización Tres Culturas,Toledo,45005,,5,Hospital,T6
2019-09-12 06:45:57.559,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Voy cuatro veces diario al fisio y la verdad que son todos muy buena gente y me tratan muy bien.

(Translated by Google)
I go to physio four times a day and the truth is that they are all very good people and they treat me very well.",5,Hospital,T4
2019-09-12 05:52:52.405,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Una clínica que dispone de los medios más avanzados y cuadro médico de un alto nivel de profesionalidad, que se le suma todo el personal en trato amable.

(Translated by Google)
A clinic that has the most advanced means and medical staff of a high level of professionalism, which adds all the staff in friendly treatment.",5,Hospital,T4
2019-09-09 12:14:05.732,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Buena atención.La mejor ginecóloga/matrona,Paula Soriano sin duda.

(Translated by Google)
Good attention. The best gynecologist / midwife, Paula Soriano without a doubt.",5,Hospital,T4
2019-01-05 11:57:24.567,Hospital Quirónsalud Barcelona,"Cataluña, Hospi","Plaza Alfonso Comin, 5-7",Barcelona,08023,"(Translated by Google) Super good attention all moly staff attend
The infirmary is also very friendly and very knowledgeable
Food service and quality for everything else is very well worth it
Alfons Polo

(Original)
Atenció super Bona tot el personal moly aten
La enfermería tambe molt amables I molt compentens Algúna casa millora seria el
Servei de Menjar i la qualitat per el Demés tot molt bé val
Alfons Polo",5,Hospital,T2
2019-09-07 20:57:11.989,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Servicio impecable y todas las pruebas que necesité me las hicieron en el momento.

(Translated by Google)
Impeccable service and all the tests I needed were done at the time.",5,Hospital,T4
2019-09-07 15:16:28.518,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Increíble el trato,super atentos,educados, UN HOSPITAL ÚNICO.

(Translated by Google)
Incredible treatment, super attentive, educated, A UNIQUE HOSPITAL.",5,Hospital,T4
2019-09-07 11:30:07.103,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,1,Hospital,T4
2019-06-30 09:48:14.678,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"Super mala gestión, TODO POR LA PASTA, facturan muchísimo dinero a costa de tener a los trabajadores quemados lo que se traduce en una mala atención al paciente, falta de personal y personal muy poco motivado, dinero no les falta pero profesionalidad si y mucha, una verdadera lastima

(Translated by Google)
Super bad management, EVERYTHING BY THE PASTA, they invoice a lot of money at the expense of having the workers burned which translates into poor patient care, lack of personnel and very unmotivated staff, money they do not lack but professionalism yes and a lot, a real shame",1,Hospital,T1
2019-03-23 22:08:50.241,Centro Médico Teknon,"Cataluña, Hospi","Calle Vilana, 12",Barcelona,08022,"Buenas instalaciones en dermatología

(Translated by Google)
Good facilities in dermatology",4,Hospital,T2
2019-03-20 18:43:13.441,Centro Médico Teknon,"Cataluña, Hospi","Calle Vilana, 12",Barcelona,08022,,5,Hospital,T2
2019-04-28 20:51:36.047,Hospital Quironsalud Sagrado Corazón,"Andalucía, Hospi","Calle Rafael Salgado, 3",Séville ,41013,"(Translated by Google) I went to the emergency room for a fracture and they took good care of me, and when they give me the check, they told me to take an appointment in Traumatology for ten days, for which I made a phone call, telling me the reception girl who is all busy, but as it was an emergency they would call me to give me a space, which after 15 days they have not returned the call, and the bone fracture is still there with all its consequences. It is incredible that a reference hospital has so little organization.

(Original)
Fui de urgencias por una fractura y me atendieron bien, y cuando me dan el.alta me dijeron que cogiera cita en Traumatología para dentro de diez dias,  para lo cual realizo  llamada telefonica, comentandome la chica de recepcion  que está todo ocupado, pero como era una urgencia me llamarian ellos para darne un hueco, cosa que despues de 15 dias no me han devuelto la llamada, y la fractura de hueso sigue ahí con todas sus consecuencias. Es increible que un hospital de referencia tenga tan poca organizacion.",1,Hospital,T3
2019-09-04 18:37:28.109,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Por que hay unos profesionales de mucha categoría, en todos los sentidos, enhora buena a todos

(Translated by Google)
Why there are professionals of a lot of category, in every way, good luck to all",5,Hospital,T4
2019-09-01 11:03:16.491,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,4,Hospital,T4
2019-08-30 14:12:36.563,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,4,Hospital,T4
2019-08-07 16:56:33.014,Hospital Universitario Quirónsalud Madrid,"Madrid Privados, Hospi","C. Diego de Velázquez, 1",Pozuelo De Alarcón,28223,"La Unidad de Rehabilitación de Accidentados de Tráficos aunque difícil de encontrar en el Hospital, muy eficientes todo el personal sanitario

(Translated by Google)
The Traffic Accident Rehabilitation Unit although difficult to find in the Hospital, all health personnel very efficient",5,Hospital,T1
2019-08-19 14:05:07.492,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,4,Hospital,T4
2019-10-07 10:39:33.485,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Achtung: Finger weg, rechnet das 10-fache ab was eine Behandlung in Deutschland kostet. Ich habe eine Rechnung für 1 Medikament, 1x Röntgen, 1 Untersuchung, 1x Urin abnehmen fast 700,- € bezahlt!!! Die Techniker Krankenkasse übernimmt davon ca. 10% weil sie sagen, dass die Rechnung im Vergleich zu Deutschland unverhältnismäßig hoch ist. Vor Ort wurde mir erzählt das die deutschen Krankenkassen alles übernehmen. BETRUG!!!

(Translated by Google)
Attention: Stay away, calculates 10 times what a treatment in Germany costs. I have an invoice for 1 drug, 1x x-ray, 1 examination, 1x urine slimming paid almost 700, - €! The Techniker Krankenkasse accepts about 10% of this because they say that the bill is disproportionately high compared to Germany. On the spot I was told that the German health insurance companies take over everything. SCAM!!!",1,Centro médico,T8
2019-09-15 08:59:00.671,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Supertoll, vielen Dank !

(Translated by Google)
Great, thank you!",5,Centro médico,T8
2019-12-23 11:10:30.249,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,,5,Hospital,T2
2019-12-21 12:53:20.406,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Record my discomfort, lack of empathy and kindness, by the plant staff, such as an operating room, remind them that a hospital deals with people, not objects, that are deposited and remain static. They were more interested in knowing, when you left the hospital, that in carrying out their work, the cleaning method is unbearable, leaving in the rooms an unbearable smell, poor food and very low quality. I hope nobody has to go through such an unpleasant experience, both hospital and medical.

(Original)
Dejar constancia de mi malestar, falta de empatia y amabilidad, por parte del personal de planta, como de quirófano, recordarles que un hospital trata con personas, no objetos, que se depositan y quedan estáticos. Estaban más interesados en saber, cuando abandonabas el hospital, que en realizar su trabajo, el método de limpieza es inaguantable, dejando en las habitaciones un olor insoportable, la comida escasa y de muy baja calidad. Espero nadie tenga que pasar por una experiencia tan desagradable, tanto hospitalaria como médica.",1,Hospital,T2
2019-09-10 11:09:53.510,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Hier ist extreme Vorsicht geboten! Lieber in das öffentliche Krankenhaus gehen! Ist nur 5 min entfernt! Hätten meinem 2 jährigen Kind ein Mittel gegen brechen gegeben was in Deutschland bei der Chemo Therapie eingesetzt wird und sich erst nach 4 Wochen im Körper eines Erwachsenen abbaut! Hier steht klar das Geld im Vordergrund und nicht das Wohl des Patienten! Fast 400euro für keine Hilfe bzw sinnlose Tests! Hatten und dann auch noch in das 50km entfernte private Schwester kamen Haus geschickt, obwohl sie gesagt ein öffentliche, besseres Krankenhaus mit Kinderarzt nur 5 min entfernt ist! Ich sehe darin eigentlich eine Verletzung des Hippokratischen Eid, aber natürlich weiß ich nicht ob es sowas in Mallorca gibt!

(Translated by Google)
Here extreme caution is required! Better go to the public hospital! It is only 5 minutes away! Had given my 2 year old child a remedy for break what is used in Germany in the chemotherapy and degrades only after 4 weeks in the body of an adult! Here the money is clearly in the foreground and not the welfare of the patient! Almost 400euro for no help or meaningless tests! Had and then even in the 50km away private sister came home sent, although she said a public, better hospital with a pediatrician only 5 minutes away! I actually see it as a violation of the Hippocratic Oath, but of course I do not know if there is something in Mallorca!",1,Centro médico,T8
2019-12-14 23:01:36.355,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) The exceptional emergency pediatrician, but the lightning technician has little touch with the children. He scares them talking about lightning, radiation and such.

(Original)
La pediatra de urgencias excepcional, pero la técnico de rayos tiene poco tacto con los niños. Los asusta hablando de rayos, radiación y tal.",4,Hospital,T2
2019-12-10 20:55:49.352,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Correct facilities Large rooms and correct treatment by nurses both in the emergency room and in the room. All this is harmed by the slowness at the time of performing some test

(Original)
Instalaciones correctas. Habitaciones amplías y trato correcto por parte de enfermeras tanto en urgencias como en la habitación. Todo esto se ve perjudicado por la lentitud a la hora de realizar alguna prueba",3,Hospital,T2
2019-12-06 08:47:36.366,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) worst food, very bad manufactured food

(Original)
lo peor la comida ,,comida pefabricada muy mala",1,Hospital,T2
2019-12-03 15:05:09.397,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Great team, good facilities (some pending reform), well the restaurant (especially for those who accompany a patient for several days, for their food quality).
Improved lack of parking (there is parking nearby, but it is expensive).

(Original)
Gran equipo humano, buenas instalaciones (algunas pendientes de reforma), bien el restaurante (sobretodo para quienes acompañamos a un/a paciente durante varios días, por su calidad alimentaria).
Mejorable la falta de aparcamiento (hay un parking cerca, pero es caro).",4,Hospital,T2
2019-11-18 13:49:50.156,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,,5,Hospital,T2
2019-11-15 07:08:06.724,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) We were a few days ago due to a gynecological urgency of my partner and they made him wait 3 hours. I filed a complaint and after a few days has not responded. A shame.

(Original)
Estuvimos hace poco días por una urgencia ginecólogica de mi pareja y le hicieron esperar 3 horas.  Puse una queja y tras pasar bastantes días no me ha respondido.  Una vergüenza.",1,Hospital,T2
2019-10-28 16:53:22.830,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) I do not understand all the bad reviews, I am the same, since the arrival at the reception, in the emergency room, then on the floor, in the surgical area, everything went well for us, just as we are demanding because it is private

(Original)
No entiendo todas las críticas tan malas, igual yo soy la diferente, desde la llegada en recepción, en urgencias, luego en planta, en la zona quirúrgica a nosotros todo nos ha ido bien, igual es que nos pasamos exigiendo porque es privad",5,Hospital,T2
2019-10-27 22:24:04.606,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) After waiting with our one-year-old baby in pediatric emergencies for more than an hour, we asked the reception staff what was going on, because they had not seen anyone for more than half an hour. The answer was that the two pediatricians had gone out to an emergency in nests and that they did not know when they would return, that it could be a matter of 20 minutes or more.

The most surprising thing is that even knowing the situation, they did not notify those already present until we asked and continued to accept patients who did not notify, making the line longer and longer.

Of course I will not return to this hospital or to get a cold.

(Original)
Después de estar esperando con nuestro bebé de un año en urgencias pediátricas durante más de una hora, preguntamos al personal de recepción qué ocurría, porque llevaban más de media hora sin atender a nadie. La respuesta fue que los dos pediatras habían salido a una urgencia en nidos y que no sabían cuándo iban a volver, que podía ser cuestión de 20 minutos o más.

Lo más sorprendente es que aún sabiendo la situación, no nos avisaron a los ya presentes hasta que no preguntamos y seguían aceptando pacientes a los que no avisaban, haciendo la fila cada vez más larga.

Desde luego no volveré a este hospital ni para que me curen un resfriado..",1,Hospital,T2
2019-10-22 16:31:07.012,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Excellent treatment in emergencies, on the part of everyone, from the person of information, emergency reception, triage, the doctor on duty, nurses, guardian absolutely ALL were a love with me during my stay there, they even stayed with me until they were sure that I was 100% awake when I knew I was not accompanied. Being already a painful experience being in the hospital, the staff made it not something traumatic.

(Original)
Excelente trato en urgencias, por parte de todos, desde la persona de información,  recepción de urgencias, triaje, el médico de guardia, enfermeras/os, celador absolutamente TODOS fueron un amor conmigo durante mi estancia allí,  incluso se quedaron conmigo hasta estar seguros de que estaba 100% despierta al saber que no llevaba acompañante. Siendo ya una experiencia dolorosa estar en el hospital, el personal hizo que no fuera algo traumático.",5,Hospital,T2
2019-07-04 12:49:42.315,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Waren mit unserer zwei jährigen Tochter da.   Wir fühlten uns nicht gut aufgehoben. Die Preise sind sehr hoch. Z.B. eine Dosis Fierbersaft 67 Euro. Wir wurden mit fiebrigen Kind an das Partner Krankenhaus in Palma verwiesen ( 50 min Autofahrt) obwohl keine 5 Minuten weiter ein öffentliches Krankenhaus mit spezialisierten Kinderarzt ist. Scheinbar geht hier Umsatz vor ärztlichen Kodex.

(Translated by Google)
Were there with our two year old daughter. We did not feel well cared for. The prices are very high. For example, a dose of Fierbersaft 67 euros. We were referred with feverish child to the partner hospital in Palma (50 min drive), although no 5 minutes further is a public hospital with a specialized pediatrician. Apparently sales here before the medical code.",1,Centro médico,T8
2019-10-10 13:30:22.689,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) More than two hours of waiting in the emergency room, pathetic and ashamed. Private insurance say ...

(Original)
Más de dos horas de espera en Urgencias, patético y de vergüenza. Seguro privado dicen...",1,Hospital,T2
2019-10-08 16:17:08.186,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) PLEASANT URGENCIES! PERSONAL PLEASANT! UNFORGETTABLE ATTENTION! I arrive at the clinic with an URGENT flyer from my private doctor to have a throat URGENCY FROTIS for an acute bacterial infection and after going from the counter to the counter they tell me to RETURN TOMORROW as if I were going to the fruit shop! Hallucinatory! Come on, I don't go crazy. And people keep going there like sheep!

(Original)
LAMENTABLES URGENCIAS! LAMENTABLE PERSONAL! LAMENTABLE ATENCION! Llego a la clínica con un volante URGENTE de mi médico particular para que me hicieran un FROTIS de URGENCIA de la garganta por una infección bacteriana aguda y después de ir de mostrador en mostrador me dicen que VUELVA MAÑANA como si fuera ir a la frutería! Alucinante! Vamos no vuelvo ni loca. Y la gente sigue yendo allí como borregos!",1,Hospital,T2
2019-07-03 21:00:23.235,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Wir waren im juni mit unserem 2 Jährigen Sohn dort und fühlten uns super aufgehoben.
Vielen Dank.

(Translated by Google)
We were there in June with our 2 year old son and felt very well cared for.
Many thanks.",5,Centro médico,T8
2019-09-27 16:57:48.181,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Lousy, I've been since 12:12 and I'm waiting for the results after 3 hours are 7:00 pm and I'm still here, at least the doctor was nice

(Original)
Pésimo, llevo desde las 12:12 y estoy esperando los resultados después de 3 horas son las 19:00 y aun sigo aquí, al menos el médico era majo",1,Hospital,T2
2019-09-26 17:34:25.180,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) More than a day in the box waiting for a room and for the companion a very hard chair that in the end you feel worse than the sick person you accompany

(Original)
Más  de un día  en el box esperando habitación  y para el acompañante una silla durísima que al final te encuentras peor que el enfermo que acompañas",2,Hospital,T2
2019-06-24 11:33:28.590,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Schöne Anlage mit Tagesklinik und Rettungsdienst.

(Translated by Google)
Nice facility with day clinic and ambulance.",5,Centro médico,T8
2019-05-30 19:26:06.582,Hospital de Día Quirónsalud Playa de Muro,"Baleares, Centros",Avenida Platges De Muro,Muro,07440,"Sehr gut, Ansprechpartner helfen schnell, sind mehrsprachig und sehr nett. Abrechnung für bestimmte Krankenkassen möglich oder privat und über Versicherung zurückerstatten lassen.

(Translated by Google)
Very good, contact persons help fast, are multilingual and very nice. Billing for certain health insurance possible or private and have insurance refunded.",5,Centro médico,T8
2019-09-20 21:13:47.079,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,,1,Hospital,T2
2019-10-08 08:55:35.375,Hospital de Día Quirónsalud Talavera,"Castilla-La Mancha, Centros","Avenida Francisco De Aguirre, 8",Talavera De La Reina,45600,"Llevo dos días llamando para coger cita, tanto por la mañana cómo por la tarde, y nadie atiende el teléfono, es desesperante. Voy a poner una queja en Sanitas, es de los pocos centros privados en Talavera y la atención y calidad de la misma es pésima.

(Translated by Google)
I've been calling for an appointment for two days, both in the morning and in the afternoon, and no one answers the phone, it's desperate. I am going to file a complaint in Sanitas, it is one of the few private centers in Talavera and the attention and quality of it is very bad.",1,Centro médico,T6
2019-09-23 20:09:29.192,Hospital de Día Quirónsalud Talavera,"Castilla-La Mancha, Centros","Avenida Francisco De Aguirre, 8",Talavera De La Reina,45600,"Imposible conseguir cita por teléfono.Local pequeño, las esperas hacinados y el personal muy antipatico

(Translated by Google)
Impossible to get an appointment by phone. Small local, crowded waiting and very unfriendly staff",1,Centro médico,T6
2019-07-16 19:36:46.384,Hospital de Día Quirónsalud Talavera,"Castilla-La Mancha, Centros","Avenida Francisco De Aguirre, 8",Talavera De La Reina,45600,"La atención es penosa, fui a hacer una ecografia y después de estar esperando porque llevaban mucho retraso, cómo ya debía ser la última citada y debía ser su hora de salir, la ginecóloga ni me miró apenas. Ni volvería a esa clínica ni se lo aconsejaría a nadie, es tiempo y dinero tirado.

(Translated by Google)
The attention is painful, I went to do an ultrasound and after waiting because they were late, how should be the last and should be his time to leave, the gynecologist or barely looked at me. I would not go back to that clinic or advise anyone, it's time and money thrown away.",1,Centro médico,T6
2019-09-01 09:37:28.392,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,,4,Hospital,T2
2019-02-04 13:27:20.917,Hospital de Día Quirónsalud Talavera,"Castilla-La Mancha, Centros","Avenida Francisco De Aguirre, 8",Talavera De La Reina,45600,"Penoso el servicio que dan. Llevo llamando para pedir cita toda la mañana y es imposible .

(Translated by Google)
I am sorry for the service they provide. I've been calling to make an appointment all morning and it's impossible.",1,Centro médico,T6
2019-08-10 20:59:48.463,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,5,Hospital,T4
2019-08-17 15:07:00.329,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,,1,Hospital,T2
2019-07-30 17:40:44.792,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) SHAME, for a consultation we throw ourselves 4 hours and a half, impossible in a private health so much delay an emergency consultation with 7 patients, I do not return to that center in my life and if you appreciate your time I hope that either.

(Original)
VERGÜENZA, para una consulta nos tiramos 4 horas y media, imposible que en una sanidad privada se demore tanto una consulta de urgencias con 7 pacientes, no vuelvo a ese centro en mi vida y si ustedes aprecian su tiempo espero que tampoco.",1,Hospital,T2
2019-08-10 13:30:25.183,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,5,Hospital,T4
2019-03-07 09:06:09.734,Centro Médico Teknon,"Cataluña, Hospi","Calle Vilana, 12",Barcelona,08022,"Ayer fui para hacerles unas pruebas a mi hijo. Por la mañana analítica de sangre el personal que nos atendió excelente.
Por la tarde prueba de potenciales evocados visuales y auditivos, fue horrible y traumático.
La doctora llegó 25 minutos tarde. El niño estaba nerviosos porque ya estaba aburrido y cansado de esperar en la sala, ya que nos habían dicho que teníamos que estar allí 30 minutos antes para la preparación.  El niño no colaboro porque le pusieron los electrodos en la cabeza y le apretaban con fuerza con las gafas para la prueba visual.
La doctora no se immuto nunca desde que lo vio así, y la enfermera decidió atarlo con una sábana para immovilizarlo. Eso es un hospital privado de referencias?? El trato con el paciente es así siempre?? Decepción total.
Para colmo pedí un justificante para el trabajo en los mostradores y las dos chicas me contestaron que estaban muy ocupadas.
Nunca más pienso gastar mi dinero aquí.

(Translated by Google)
Yesterday I went to test my son. In the morning blood analytical the staff that attended us excellent.
In the afternoon, testing of visual and auditory evoked potentials was horrible and traumatic.
The doctor arrived 25 minutes late. The boy was nervous because he was already bored and tired of waiting in the room, since we had been told that we had to be there 30 minutes earlier for the preparation. The child did not collaborate because they put the electrodes on his head and squeezed him tightly with the glasses for the visual test.
The doctor never immuted since she saw him like this, and the nurse decided to tie him with a sheet to immobilize him. That's a private referral hospital ?? Is the treatment with the patient always like this? Total disappointment.
To top it off I asked for a receipt for the work at the counters and the two girls answered that they were very busy.
I never again think about spending my money here.",2,Hospital,T2
2019-08-08 13:19:22.211,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,"Trato muy,amables

(Translated by Google)
I treat very, kind",4,Hospital,T4
2019-07-22 16:02:08.883,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) 2 and a half hours for an X-ray in the emergency room ...

(Original)
2 horas y media para una radiografía en urgencias...",1,Hospital,T2
2019-08-08 09:49:09.289,Hospital Quirónsalud Murcia,"Levante, Hospi","Calle Miguel Hernández, 12",Murcia,30011,,5,Hospital,T4
2019-05-23 08:02:34.571,Hospital Quirónsalud Barcelona,"Cataluña, Hospi","Plaza Alfonso Comin, 5-7",Barcelona,08023,,5,Hospital,T2
2019-07-19 13:36:00.713,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Despite the bad reviews I read, when I went the facilities were new and the rooms very comfortable and clean, as if you were in a hotel, very nice staff and a very humane treatment.

(Original)
A pesar de las malas críticas que leí , cuando fui las instalaciones eran nuevas y las habitaciones muy cómodas y limpias , como si estuvieras en un hotel ,el personal muy majo y un trato muy humano.",5,Hospital,T2
2019-07-19 08:56:07.106,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,"(Translated by Google) Is the majority of the staff choosing them based on their bad character?

(Original)
Es q la mayoría del personal los eligen en función de su mal carácter?",1,Hospital,T2
2019-07-11 15:56:44.776,Hospital Quirónsalud Zaragoza,"Aragón, Hospi",Paseo Mariano Renovales,Zaragoza,50006,,5,Hospital,T2
