rating,snippet,response.date,response.snippet,Fecha,Ciudad,Dirección,Establecimiento
1.0,,2 weeks ago,"Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor, si lo deseas, puedes mandarnos un Email a teescuchamos-zarzuela@sanitas.es. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-02-11 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,"Los mejores profesionales que he visto, en la UCI de neonatos no nos han podido tratar mejor y con mucho cariño todos y cada uno de ellos",2 weeks ago,Muchas gracias por compartir tu experiencia que nos anima a seguir mejorando la atención que os prestamos como pacientes.,2024-02-11 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,"Quiero  destacar la atención y profesionalidad recibida por  la enfermera Menchú.
Muchas gracias por tu amabilidad .",3 weeks ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.",2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Muy mal servicio de las enfermeras (dos chicas jóvenes) que sacan sangre en laboratorio en lo referente a niños pequeños. Falta absoluta de empatía y escasas de educación.
Han pinchado en los 2 brazos a un bebé de 18 meses porque no eran capaces de sacarle sangre, moviendo la aguja para todos lados dentro de la vena. El bebé pobrecito no paraba de chillar y ellas ni un mínimo de empatía de decirle una palabra cariñosa o de darnos a los padres explicación alguna. Ellas seguían y seguían removiendo la aguja.
Cuando pido que, por favor, llamen a otra persona si ellas no son capaces me contestan: toma el volante y vete a otro sitio.
Al final nos hemos tenido que ir, el bebé con los brazos fatal y sin la analítica.",3 weeks ago,"Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,El Doctor Torres  de la unidad de mama y su enfermera son excelentes! La recepcionista súper amable y atenta.,3 weeks ago,Hola Emily. Queremos agradecerte tus opiniones y sugerencias con el fin de seguir mejorando para ofrecerte el mejor servicio. Transmitiremos tus comentarios al doctor y a su equipo. Gracias por tu colaboración.,2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Esta valoración  la hago para que otras personas puedan  evitar el sufrimiento por el que  pasó mi madre y sus familiares aquí. Mi madre falleció hace unos días en este hospital en el que, desde el primer momento, te transmiten la impresión que no merece la pena luchar por la vida de los ancianos. Palabras de las doctoras de medicina interna que la trataron ( Doctoras San Miguel y Roa Ballesteros) tales como prepárense para lo peor, es un cuadro complicado, sería conveniente dar morfina para que sufra menos, prepárense para llevársela a casa y les diremos lo que hacer o atendemos a su madre por caridad(después de haber pagado puntualmente en Sanitas durante 47 años), cuando sabes que no se estaban poniendo todos los medios en pruebas médicas( murió sin diagnóstico definitivo sobre el origen de la enfermedad que le provocó el fallecimiento después de estar más de un mes ingresada y haberse agravado su estado por un error en el manejo de enfermería), califica por si sólo la ética, interés  y profesionalidad en la actuación. Valoración aparte se merece el personal de enfermería, salvo excepciones, jóvenes, inexpertos en el manejo de determinados pacientes vulnerables, hasta el punto de dar una enfermera antibiótico por vena   5  minutos antes de morir, nos dijeron porque estaba pautado, cuando sabía que estaba agonizando. Ver morir a una persona y el sufrimiento de sus familiares , para esta gente, da la impresión que es un día más en la oficina.
La gestión del hospital lamentable también. Con 86 años estuvo en un box de urgencias sin darle cama en planta durante 4 días, porque había otras preferencias hospitalarias(excusa del departamento de atención al cliente del hospital)
De todo lo que menciono hay varios testigos. Si se plantean ir a este hospital, con su familiar anciano, no  lo hagan, podrán arrepentirse toda su vida, como yo lo hago por haber llevado a mi madre.
Y a los directivos de este hospital y sanitas en general preguntarles si esta calidad de asistencia sanitaria la hubieran deseado para sus padres ,en una empresa como Sanitas que se autovende como referente de la sanidad en España.",a year ago,"Hola Antonio. Por favor, escríbenos a  teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Rogamos a las personas recepcionistas que sean más amables y no tan austeras y parcas en palabras, consulta telefónica para ir a Urología, nos han mandado al sitio equivocado y con los modales justos.",3 weeks ago,"Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor, si lo deseas, mándanos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,Mejor imposible super recomendable,a month ago,Muchas gracias por tu confianza. Tu comentario nos anima a prestar siempre el mejor servicio.,2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,"El 27 de diciembre, entre en urgencias y tuve que pasar por quirofano de forma urgente, quería expresar mi agradecimiento, a todos los profesionales que me atendieron, tanto en urgencias,  en el quirofano,  en la UCI y en la primera planta del hospital, a parte de grandes profesionales, el trato humano de 10... increible, el equipazo que formais. Sólo quería deciros Gracias, gracias y un millón  de gracias. Sois increíbles!!",a month ago,"Hola Miriam
Gracias por tus comentarios. Estamos contentos de poder ayudarte porque esa es nuestra misión.",2024-03-01 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
4.0,Esta bien,a month ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Las urgencias por debajo de la seguridad social. Muchísima espera, ha bajado la calidad. Hora y media para un triage? Es una vergüenza.",2 months ago,"Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Han pasado de un sistema de cita previa para determinadas pruebas como el test de aliento de helicobacter, a tener que ir sin cita con lo que el tiempo de espera se dispara. No se entiende, la verdad.",2 months ago,"Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
4.0,"Mi hospital de referencia desde que tengo uso de razón. Tiene sus pros y sus contras, ha habido momentos en los que no he estado contenta con alguna situación concreta pero, en general, es un muy buen hospital, con grandes profesionales y unas instalaciones inmejorables",2 months ago,"Gracias por la confianza que depositas en nosotros, pues nos ayuda a seguir prestando el mejor servicio desde nuestros centros.",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
4.0,"Citas rapidas, muy agradables en el departamento de radiología",2 months ago,"Hola Laura
Gracias por tus comentarios. Estamos contentos de poder ayudarte porque esa es nuestra misión.",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
3.0,"Me cuesta mucho poder hablar con él profesional, en este caso e Psiquiatría para casos urgentes, como lo que estoy padeciendo. No me extraña que haya suicidios . No hay un seguimiento formal y médicos con vocación para esta difícil y peligrosa enfermedad, pues hay veces que es inaguantable y más si se toma la medicación equivocada para ciertos cuerpos. Es terrible, el aumento de ansiedad  al no poder contactar para saber el  qué poder hacer.¡Ni siquiera para pedir cita!…",2 months ago,"Hola M Carmen. Nos importa mucho tu opinión y nos gustaría darte una atención personal. Para ello, por favor mándanos un Email a teescuchamos-zarzuela@sanitas.es con tus datos de contacto. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Lo que viví el día 1 de diciembre en esta urgencia fue estrambótico. Acompañé al hijo de mi pareja por un dolor abdominal, después de esperar casi una hora para el triaje (dos personas triando) y casi otra hora para ser valorado por un médico, nos meten en el box vital con otras dos personas más en sillones y otro en una camilla ! Soy médico desde hace 35 años y sólo he visto esto durante la pandemia. Utilizar un vital para reducir números en los tiempos de espera es cuánto menos cuestionable.
Por mucho paciente que haya en el servicio, jamás se debe usar el vital para poner pacientes, y menos 4.
Es mejor hacer esperar a los pacientes no graves, o ir derivando, que ocupar este espacio.
Jamás en mi vida he visto algo semejante.
Además de la cuestionable calidad del personal médico, cada vez peor.
Por otro lado dar siempre las gracias a las enfermeras, que son las que dan siempre la cara y siempre con una sonrisa.",2 months ago,"Hola Fernando. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2024-01-03 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
3.0,"La verdad que me ha decepcionado este Hospital.
El servicio de enfermería bastante malo, siempre se salva algún profesional.
Después de la intervención, me dijeron que orinase en la botella para ver el color y la cantidad y al día siguiente, seguían sin venir todavía, incluso me marché y la botella seguía igual.
Por la noche estás dormido y a las 23:30h te despiertan para darte una pastilla para dormir.
Incluso el último día, tuve que pedir que me curasen las heridas de la intervención quirúrgica.
Las habitaciones bien y limpias.
Las comidas un desastre, malas, incomibles, menos mal que eran escasas y no tenías tiempo de sufrirlas.",2 months ago,"Hola José María. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"El servicio es bueno, coger cita telefónica o que te ayuden fuera de la App (que es lenta para obtener resultados) por ejemplo para analíticas, resonancias, etc. es HORROROSO; no te llaman, no suben pruebas y si vas a recoger nunca están hasta reclamar varias veces. La atención al cliente es NEFASTA.",2 months ago,"Hola Bruno. Sentimos la valoración obtenida. Estamos comprometidos con el aprendizaje y la mejora continua; por eso, si lo deseas, por favor, ponte en contacto con nosotros en teescuchamos-zarzuela@sanitas.es con tus datos, para conocer mejor la situación.  [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Horrible la experiencia. Antes de la pandemia las urgencias pediátricas del hospital tenían muchas más calidad.
Acudo con un niño que se ha dado un golpe en la cabeza y dentro de las 24 primeras horas se marea y le duele la cabeza. Tuve que volver 3 veces cada vez con más mareos; ganas de vomitar y dolor de cabeza. También 37,7 de fiebre.
No le hacen lo que por protocolo deberían hacer hecho que es un TAC, pero es que ni una radiografía!
Sin embargo le hacen una prueba de gripe y del estreptococo! Cuando al niño no le duele la garganta! Por supuesto las 2 pruebas negativas.
El primer día 3 horas esperando casi; el Segundo unas 2 y el tercero ya voy por la primera hora de espera.
Una vergüenza.",3 months ago,"Queremos mejorar siempre. Por favor, si lo deseas, puedes escribirnos a en teescuchamos-zarzuela@sanitas.es con tus datos y así conocer la situación de primera mano. Muchas gracias. [+info. sobre como tratamos tus datos personales en www.sanitas.es/gdpr]",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
4.0,"Excelente atención médica.  Fui por urgencias sábado noche, con ictericia,  además recién operada de pecho, y me atendieron rápidamente. Estuve ingresada más de una semana. Me tuvieron que realizar  endoscopia para extracción de piedra vesicular. En todo momento muy buena información médica tanto por parte de cirujanos, como de doctores de digestivo. Añadido que llevaba mi problema de reciente operación y también me examinó cirujano plástico. Muy buena habitación, la comida no entro a valorar porque estuve a dieta casi todos los días por mis problemas digestivos. Valoro de EXCELENTE la atención médica  y enfermeras ( con variables, algunos más amables que otros, pero en general bien) .El punto negro es la falta de personal de auxilio, sobre todo tardes y festivos. Imposible necesitar algo , y , estando como estaba que no podía mover los brazos hubiese agradecido un poco de colaboración por su parte. Pasan , cada uno con su concreta función, y  ni se ofrecen para ayudar, tuvo que pedir mi marido que me ayudasen con la ducha; por no decir que estuve con la cuña puesta y manchada como veinte minutos esperando. Sales al pasillo y no hay nadie. Totalmente hay una clara falta de personal auxiliar y que estén dispuestos a darte un poco de ayuda que no sea traer bandejas y cambiar las sábanas. Está diseñado para que estés perfectamente bien, o te lleves acompañante las 24 horas. No para una persona convaleciente como fue mi caso, y fueron varios días de ingreso.
Una lástima, porque yo estoy encantada con el hospital, las consultas que sigo yendo y con todo, pero desde luego en la planta 1 , por las tardes y los festivos, muy desatendido de personal auxiliar.",3 months ago,"Muchas gracias Beatriz por su reseña, tomaremos en cuenta todas sus indicaciones hablando con el responsable. Muchas gracias",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,"Un hospital que al menos por mi parte podemos definir perfecto. En mi experiencia con el embarazo de mi mujer, desde el primer minuto en el que pisamos ginecología todo fue sencillo.
Especial mencion a la doctora Elisa Diaz De Terán, quien con su positivismo, sonrisas y profesionalidad nos ha acompañado en un embarazo movidito y ha conseguido que todo salga no bien sino perfecto!!
También mencionar la magnífica atención de Vicente orenga, el cual desde que le conocimos en urgencias una noche de mucho nervio y después en consulta con la doctora sabe llegar perfectamente al paciente y nos transmitió muchísima calma, seguridad y sobre todo nos ganó de por vida con la profesionalidad que tiene en todo, tanto la doctora Elisa como Vicente estuvieron en nuestro parto y jamás olvidaremos la presencia de ambos allí, los dos más importantes en todo este proceso.
El doctor Alberto bustos también, magnífico profesional quien nos ha apoyado tanto en el parto como en consultas y todo pueden ser palabras buenas.",3 months ago,"Muchísimas Gracias por su valoración Victor.
Trasladamos su felicitación a los responsables",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"De un tiempo a esta parte, atención lamentable, incluso en las urgencias. Listas de espera como en la Seguridad Social. Agendas siempre cerradas. Absoluta falta de seriedad y cada vez menor profesionalidad de algunos de sus médicos.
Mejor evitar.",3 months ago,"Lamentamos su valoración haya sido negativa. Si necesita que le ayudemos con algún tema, cita, por favor escribanos a dirgerenciahlz@sanitas.es. Un saludo",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,"Acudí a este hospital por recomendaciones de conocidos pero en primera persona puedo decir lo mismo, recomendable 100%. Durante todo el embarazo  mi experiencia ha sido excepcional.  Agradezco enormemente el trato profesional y cercano recibido. También han sido los encargados de traer a mi hijo en las mejores condiciones y con los mejores profesionales. Destaco positivamente la infraestructura en el área de maternidad. Agradezco enormemente al equipo UCI neonatos y a la ginecóloga Díaz Terán por su excelente servicio y su labor impecable en todo el proceso.",3 months ago,"Muchísimas gracias por su valoración. Trasladamos su mensaje a la persona responsable.
Un saludo",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Imposible cancelar una cita. Tras 5 llamadas y envío de correo, desisto.
Que si salta a sanitas , que si llame al hospital, que si le paso con mis compañeros… en fin",3 months ago,"Hola Susana, con que médico y servicio quiere la cita.
mándenos un mail a dirgerenciahlz@sanitas.es o 915858199
Gracias",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Hoy tenía una cita en quirófano de Dermatología
Vivimos lejos de la zona y desgraciadamente hemos tenido un accidente en el camino y hemos llegado 20 minutos tarde.
Al llegar, la persona de recepción, con muy poca empatía y un cierto aire de despotismo nos ha “abroncado” al llegar….¿Venís a quirófano verdad? Pues es que su cita era a las 18.20 y llega vd a las 18.40… así que la doctora se ha marchado. (Debía tener prisa por marcharse de fin de semana)
“le ha esperado 10 minutos”  interpela .. y me quedo sin ser atendido
Curiosamente, esta misma semana tuve que esperar yo a ser atendido 45 minutos en la misma consulta.
No se porqué pagamos, cada vez dan peor servicio.",3 months ago,"Buenos días, 

Quiere que le gestionemos  nueva cita?, si es asi me encargo personalmente, pero envíenos un mail con sus datos al dirgerenciahlz@sanitas.es.
Muchas gracias  y perdonad lo sucedido
Un saludo",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"Una auténtica vergüenza voy con mi hija de 10 años, gritando de dolor con una gastroenteritis y como tarde en llegarUrgencia pediátrica   luego de pasar por admisión sacaron a mi hija de sistema y pasaron 2 horas nunca la atendieron Nunca volveremos",3 months ago,"Lamemtamos lo sucedido. Nos puede dejar el nombre de su hija en dirgerenciahlz@sanitas.es para hablar con el responsable, para ver que ha sucedido'
Muchas gracias",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
5.0,"Genial experiencia,",3 months ago,"Gracias por tu valoración, pues nos ayuda a seguir mejorando para vosotros, nuestros pacientes.",2023-12-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
1.0,"La Zarzuela de Sanitas se trata de un hospital en el que una vez dentro cada especialidad es independiente (o un reino de taifas).

Mi tía, invidente y con cáncer, fue tratada por lo que se creen ahí los doctores una “eminencia” que al darla por desahuciada tiempo le faltó para derivarla a una residencia a que se muriera allí. Mi familia, por desconocimiento médico hizo caso a todo lo que nos recomendó el doctor. Eso nos obligó a no estar con mi tía por ser inmunodeficiente y ya en última instancia a ingresarla en una residencia (de Sanitas pero una auténtica maravilla). En el último mes de vida, mi tía tuvo que ir en 3 ocasiones a urgencias. En esas 3 ocasiones dicha eminencia no fue capaz de darnos resultados de las pruebas que le hicieron.

En la última vez que ingresó en urgencias por fiebre, se la consiguieron bajar y de mala manera la volvieron a enviar a la residencia. En la residencia, escandalizados de como había vuelto mi tía, nos plantearon los paliativos que debían de habérselos mandado en el hospital. De manera inmediata los pidieron. No obstante, al día y medio de darla el alta en el hospital, fallece.

Una auténtica vergüenza que un hospital con dicho renombre que dicen tener hayan dado de alta a una persona que se muere al día y medio después. Algo falla. Y no para más INRI nos llega un mensaje recordándonos que tenemos una cita con la eminencia habiendo muerto encima en instalaciones de Sanitas.

En definitiva, espero que se tome este testimonio como protesta para que familiares que lean esto lleven a sus seres queridos a otro sitio donde vayan a estar mejor informados y desde luego que el paciente esté bien atendido con más humanidad.",,,2023-11-04 19:54:54.765177,Madrid,"Calle de Pleyades, 25",Hospital Universitario La Zarzuela
